CustomerID,Recency,Frequency,Monetary,Target_Spend
14111,6,3,295.5,393.1
16011,2,12,2195.41,1167.3
15098,92,5,649.5,0.0
13221,150,2,847.41,0.0
15372,47,1,2007.4,0.0
16928,4,17,2337.45,444.0499999999999
16998,60,6,287.02000000000004,0.0
14737,39,2,1081.75,82.8
16473,75,4,314.86,0.0
15572,20,4,1555.29,997.57
14503,89,1,597.07,2946.19
15263,17,1,156.51,0.0
12450,66,2,197.88,0.0
13579,279,1,164.70000000000002,302.34
17572,10,3,196.0,30.75
17735,4,16,11091.24,2018.78
17562,20,5,646.1,461.28
15829,9,2,636.14,0.0
13060,164,1,307.53,0.0
17416,11,7,5239.41,1598.93
16672,9,20,6870.49,1223.1
14889,246,1,135.9,0.0
12676,34,4,998.05,333.34000000000003
17790,30,12,1363.51,602.04
13268,80,9,2111.4,1056.24
12842,219,1,310.73,808.26
13330,3,3,1140.93,0.0
12710,7,4,1130.57,0.0
13760,166,1,135.09,151.70000000000002
17134,17,2,425.0,0.0
14738,40,6,753.09,536.85
12361,197,1,189.9,0.0
12518,20,1,324.83,1732.06
16667,194,1,203.35,366.78
16816,13,4,417.06,0.0
15909,84,1,191.94,0.0
13777,39,29,12157.99,13590.36
14795,76,1,131.45000000000002,0.0
14021,65,3,631.9,0.0
13118,118,4,786.2900000000001,338.71000000000004
16997,198,3,702.0,0.0
16455,5,6,1323.38,517.8
14238,236,1,146.85,0.0
17731,38,4,601.83,276.37
18037,64,6,70.02,0.0
13719,115,2,338.74,702.94
14606,4,98,9143.15,2570.7
17501,131,2,288.6,0.0
15433,124,2,533.3,-115.43
13452,169,2,590.0,0.0
17702,19,4,1250.62,469.1
12930,54,3,215.66,194.24
12562,37,3,1605.23,2176.51
15081,115,3,230.6,256.75
17118,228,1,157.02,0.0
14196,17,1,335.52,0.0
16792,192,2,110.38,0.0
12939,48,4,7990.08,3591.72
15983,271,3,1148.27,326.75
12388,58,4,1668.34,1112.3200000000002
17288,117,5,663.7,756.03
12378,40,1,4008.62,0.0
17954,33,14,1852.86,442.51
18160,110,1,318.55,319.51
14078,12,6,1049.37,0.0
15781,45,3,199.4,134.16
13510,5,3,891.41,893.75
14393,128,1,67.95,0.0
13517,17,4,1592.83,516.24
13034,279,1,165.86,476.91
13494,222,1,316.26000000000005,0.0
15411,34,2,382.21,964.17
13101,144,1,101.19,0.0
12412,48,2,890.74,336.14
12477,2,6,8731.3,4385.71
15555,14,12,2789.12,1969.08
14377,101,2,617.05,0.0
15180,277,1,87.5,0.0
13263,18,23,4870.68,2583.39
12792,167,1,400.54,0.0
15134,37,4,614.86,773.13
16161,47,17,2893.85,2459.12
17436,137,1,122.4,93.9
17975,25,12,3860.8,532.81
13849,81,1,593.5799999999999,944.37
13108,283,1,350.06,0.0
13846,152,3,646.48,201.13
16400,5,1,303.93,0.0
13218,37,1,62.63999999999999,0.0
14167,75,3,402.1,172.74
17175,47,4,1119.88,311.06
14340,129,1,134.7,0.0
16457,128,1,208.36,0.0
16985,68,8,3576.04,1885.58
17051,104,1,247.14,0.0
15570,52,10,2771.13,1338.84
17394,129,1,203.87,0.0
17001,2,8,2793.49,1196.08
18204,16,3,1352.92,626.38
17725,11,11,2439.17,931.96
15186,78,1,229.26,182.15
14407,17,9,2111.08,0.0
13410,97,4,539.1899999999999,449.72
15705,111,1,143.1,0.0
14041,176,1,141.41,0.0
15541,24,1,85.13000000000001,0.0
18087,8,4,3770.119999999999,0.0
16676,115,4,1065.1,493.62
18068,199,1,101.7,0.0
14600,216,1,393.33,0.0
15325,14,1,162.29,0.0
14440,227,2,1185.71,1171.97
12691,55,4,556.3,479.5
13232,8,5,1048.3,309.3
15041,80,1,180.35,0.0
17324,242,2,702.23,288.0
13497,193,3,321.05,0.0
13955,64,2,322.96,0.0
16469,156,2,276.88,373.55
15981,48,6,2458.2,950.28
14998,80,2,429.87,0.0
15922,282,2,363.6,0.0
13681,65,1,203.46,624.37
17602,31,3,895.8000000000001,4154.97
14141,15,1,285.16,593.87
17884,222,3,602.84,114.61
16230,100,2,542.03,0.0
14491,85,2,340.93,0.0
17966,61,4,594.43,504.0
17796,224,3,622.0,75.9
16076,3,6,1296.78,876.75
12770,121,1,1351.45,0.0
14572,20,8,2060.29,743.4
13198,31,6,2998.23,385.86
13199,2,23,4727.0,5076.96
15719,10,12,4067.02,976.94
15952,69,2,327.8,478.77
14403,40,5,1426.31,0.0
12910,44,4,1486.9,1588.14
14368,230,1,155.0,0.0
17827,152,4,1583.81,411.65
15881,222,8,438.24,0.0
16963,97,1,110.55,0.0
14273,46,3,450.05,109.92
16905,147,4,836.98,2248.5
14233,122,3,959.1,488.41
13441,2,1,296.64,0.0
17450,5,28,84391.06,103091.11
14156,3,47,95030.91,18353.23
14171,8,1,363.79,0.0
17486,171,1,396.87,0.0
17860,279,1,252.8,0.0
17329,225,1,243.36,279.75
14782,230,1,200.1,0.0
14473,192,1,85.0,149.34000000000003
16771,185,3,1655.95,590.86
12613,108,4,1462.52,1756.46
17298,11,2,498.42,0.0
15415,223,1,572.8100000000001,0.0
17864,186,1,208.41,389.09
14465,157,3,1058.62,0.0
13708,181,1,296.88,0.0
14257,33,4,2725.84,361.43
13104,43,3,376.44,722.04
15660,27,9,835.49,716.52
15777,151,5,1021.61,0.0
17990,147,3,630.84,0.0
16283,31,4,582.45,949.06
15100,240,6,635.1,0.0
16748,128,3,910.2,605.7
12689,38,1,511.03,736.5799999999999
12942,41,3,683.9,0.0
16660,121,2,384.36,426.09
13240,6,4,663.65,0.0
16824,74,1,222.9,237.74
16566,80,4,463.23,150.78
15237,113,2,1093.65,318.67
12913,193,3,866.39,1617.24
14511,2,2,329.89,937.52
13652,167,2,638.24,456.84
14868,30,4,1297.07,1642.57
16097,150,1,185.05,0.0
13144,243,1,110.95,0.0
17961,34,31,1179.62,116.82
17960,81,1,73.78,0.0
13157,51,4,853.55,868.02
15920,64,4,167.5,0.0
12679,116,3,869.13,189.54
14741,23,4,864.96,535.38
13439,165,1,283.71,0.0
12701,152,1,337.08,460.63
12937,107,2,428.23,1076.04
13918,163,1,198.2,1014.64
17597,124,1,2044.37,0.0
17932,84,2,934.51,397.06
12781,162,2,491.75,215.97
16250,171,2,389.44,0.0
13425,18,3,1624.21,0.0
18142,61,4,1014.9,0.0
15706,23,2,447.1,554.71
14132,24,5,1552.46,2027.67
13012,59,6,677.09,634.53
16859,16,5,473.14,0.0
14747,158,2,294.3,0.0
16942,46,8,1422.66,471.45
17410,6,2,419.55,795.17
16102,9,2,1392.84,449.3
17075,163,4,675.72,138.05
17604,127,2,309.36,0.0
13769,2,13,2153.67,618.2
12355,124,1,459.4,0.0
17974,130,1,172.77,568.02
15048,27,4,321.05,59.52
14270,242,1,492.65,0.0
15680,276,1,478.89,854.79
13026,3,3,604.2,331.95
14759,23,2,870.85,755.12
14176,207,5,574.0,0.0
15270,18,7,1769.0,529.2
18116,144,7,1254.47,163.56
17881,214,1,133.35000000000002,0.0
17291,218,1,550.8000000000001,0.0
13889,3,1,416.9,0.0
15353,165,2,777.02,0.0
13949,5,1,537.9,1889.42
12664,54,3,1957.48,2906.4
17166,107,2,110.74,78.75
16184,16,6,982.55,172.99
17187,137,1,203.95,0.0
13706,213,1,330.79,0.0
15861,45,3,1130.0,1870.36
16828,3,2,128.5,0.0
12793,245,2,545.48,0.0
16099,48,2,592.1,139.8
12708,9,12,1944.78,671.54
14495,31,1,40.599999999999994,83.2
17451,10,2,316.16,1332.79
14100,48,1,194.9,0.0
16116,116,2,592.88,0.0
12494,67,10,819.9100000000001,319.44
17787,63,4,1865.19,0.0
17430,275,1,112.6,153.16
17191,5,6,1562.96,532.17
14665,207,4,713.86,544.52
17939,70,1,99.14,0.0
14387,19,1,440.76,1329.8
18010,167,1,174.8,0.0
17464,68,1,289.96000000000004,0.0
15456,193,3,447.22,0.0
15400,2,6,666.7,0.0
12509,194,1,176.5,0.0
16743,23,7,1839.61,352.23
14646,3,46,177585.62,101903.4
17678,174,1,298.11,0.0
14553,129,2,312.32,546.95
14404,19,6,1307.92,126.79999999999998
16637,34,2,530.55,594.04
16992,9,4,959.9,641.96
13059,160,1,183.4,0.0
17268,18,4,763.64,0.0
13599,61,17,2233.87,2796.73
12700,66,3,2113.05,2754.94
16282,250,1,168.3,0.0
15895,60,1,179.17,0.0
15482,76,4,2103.5,4465.22
16869,76,2,387.68,417.94
17819,93,7,3424.6699999999996,236.4
16744,7,3,403.51,901.25
16083,11,2,1317.62,0.0
15306,3,2,657.07,517.28
15181,85,4,425.7999999999999,254.48
16838,107,3,582.9,0.0
15889,67,2,446.87,0.0
14133,40,5,590.3399999999999,0.0
15163,102,1,155.0,149.47
14206,149,2,308.26,0.0
18150,50,2,413.28,153.3
15197,163,3,353.85,302.59
18044,76,7,1105.53,980.12
17573,4,1,174.71,188.19
14035,17,3,837.26,590.76
13107,86,3,927.67,596.4
14223,2,4,975.23,0.0
14776,15,9,1849.74,345.84000000000003
17105,69,2,665.78,0.0
16996,18,8,1012.28,415.18
16539,130,3,1053.61,335.2
16006,121,1,101.4,0.0
12681,62,18,9824.08,3853.51
14104,65,2,216.21,0.0
18106,240,1,430.7,0.0
13870,12,6,2162.67,588.58
14819,102,1,84.72,187.35
14439,230,1,2661.24,0.0
13591,114,2,776.23,340.9
18220,130,2,297.78000000000003,0.0
16940,79,2,1868.36,1181.52
17976,282,1,353.19,0.0
13173,277,1,165.94,187.71
13324,113,8,3766.14,3306.66
14636,179,1,300.19,309.66
14012,188,1,328.8,0.0
16835,38,2,180.85,0.0
17596,46,4,1738.73,1089.2
13192,5,2,911.94,0.0
18055,38,8,3640.81,3111.33
13644,16,1,851.09,1746.43
15514,136,8,1385.67,1577.52
12540,2,12,9181.16,4127.88
14962,181,1,126.7,0.0
17146,16,3,749.78,0.0
13731,129,2,610.59,0.0
17589,61,3,1843.07,561.1
17848,38,8,821.5999999999999,79.6
16852,86,1,113.06,31.85
17555,245,1,195.45,287.81
16475,54,3,459.3,85.0
16718,279,1,623.75,0.0
17746,145,2,98.8,0.0
16923,9,21,4340.7300000000005,2326.1
14013,20,3,473.02,0.0
13094,40,14,1327.2600000000002,381.6
15676,124,2,877.4,2446.69
12968,22,1,135.95,0.0
17893,135,1,112.25,0.0
16592,47,12,2190.43,1882.85
15935,149,2,416.86,0.0
14056,17,22,5329.12,2795.28
15219,86,1,305.75,0.0
15438,41,1,156.57999999999998,0.0
13466,10,2,297.95,0.0
17730,16,9,3049.52,2239.31
14912,157,1,482.79,358.73
15494,31,1,1127.38,171.85
18041,14,17,3061.88,1099.26
17964,282,1,261.76,209.94
15290,14,14,3345.94,4457.83
13771,89,3,1462.1,1169.6
13230,48,13,2190.62,572.79
15139,150,2,178.96,0.0
16110,172,2,693.93,643.55
17042,31,4,922.82,121.56
16308,18,3,1600.0,960.0
16098,38,6,1712.49,293.14
15116,45,2,790.97,561.7800000000001
14626,33,3,1553.79,1203.28
16012,39,2,1132.12,283.17
14127,33,3,709.71,0.0
16554,114,5,221.01,420.54
14443,49,6,972.2,428.68
17869,17,5,428.18,0.0
14353,125,1,90.6,0.0
12716,43,1,677.9,375.59
15694,86,10,3249.98,3173.62
14548,61,2,652.8,0.0
16187,8,13,5365.1,1476.14
16384,174,1,409.1,175.4
12601,100,6,569.5600000000001,0.0
14639,30,6,1957.08,995.26
12735,225,2,779.5699999999999,0.0
16657,59,2,446.11,487.51
15827,24,19,1403.55,237.93
13928,17,2,225.45,239.12
14883,74,2,358.48,398.16
14462,31,12,1499.93,465.97
17817,187,2,269.7,117.98
17935,48,2,145.79,0.0
16275,107,1,559.87,0.0
15365,6,2,961.28,369.17
14198,55,3,347.05,316.45
17064,93,2,461.3,398.05
13316,42,3,3617.74,2197.75
13488,31,13,6538.68,2371.93
12409,27,2,6202.13,4854.8
17164,62,3,1270.42,1195.98
15101,247,2,94.78,215.25
15422,233,2,97.7,0.0
12725,281,1,427.8,0.0
14246,21,3,1474.06,0.0
15261,45,1,254.82,0.0
18099,37,1,168.31,0.0
12750,39,1,275.88,0.0
14335,6,1,359.25,109.01
13753,198,1,741.26,0.0
16907,58,4,711.88,269.77
14423,128,1,265.2,0.0
17059,20,4,2250.1,844.94
17456,275,1,249.86,0.0
12885,31,2,628.4,529.87
17879,84,1,178.51999999999998,0.0
13610,20,6,768.26,347.17
14699,124,1,109.13,0.0
13132,172,1,77.3,0.0
15945,275,1,181.0,0.0
15668,128,1,76.32000000000001,0.0
14865,282,1,37.2,15.0
13668,23,22,4864.97,1351.1
17446,87,2,120.9,0.0
16206,35,3,409.86,127.2
17092,36,2,633.07,1144.71
15052,229,1,215.78,0.0
18263,66,2,811.4,399.68
14496,222,2,538.8100000000001,0.0
16818,3,11,2496.87,821.1
17747,10,2,64.65,0.0
16531,37,4,684.53,560.06
15304,74,8,477.8,202.5
14852,6,5,2188.42,648.27
14256,164,3,935.06,0.0
13389,143,1,257.89,540.07
12904,82,1,244.69,264.89
16105,159,1,336.96,0.0
15062,128,3,814.04,173.82
14006,26,3,962.19,0.0
17469,19,4,1022.36,820.7
14766,78,6,1481.02,942.05
13888,30,2,605.63,0.0
16570,37,10,2026.12,1596.83
13398,102,1,457.34,0.0
14517,52,1,252.45,78.0
13077,200,3,577.44,151.83
13370,276,2,721.32,0.0
15071,4,2,982.07,0.0
14704,53,2,221.16,1325.75
15210,135,1,331.18,0.0
14855,29,2,645.65,0.0
17400,36,5,2129.96,0.0
14438,216,1,131.9,0.0
17830,172,2,287.65000000000003,111.05
12916,49,5,2982.35,0.0
13362,156,2,1581.53,1503.96
14415,8,13,3727.59,2083.97
17799,9,10,2501.9,524.18
15312,13,4,791.05,130.05
16078,194,1,79.2,0.0
12431,29,14,4803.51,1612.88
14890,164,1,125.65,0.0
15051,60,1,377.74,1013.87
17829,209,1,889.24,0.0
16849,97,1,124.57,0.0
16549,34,2,781.52,3373.12
15110,32,4,365.1,605.15
15769,12,20,41684.72,10139.0
17165,194,1,158.68,0.0
17218,124,5,948.58,1012.14
13262,173,1,200.29,0.0
13531,115,2,483.8,0.0
16706,8,2,411.55,119.8
13043,164,2,471.57,0.0
13434,7,1,72.84,461.4
12455,38,5,2176.36,290.5
15004,57,1,1246.32,0.0
14693,175,1,172.9,0.0
14497,211,2,457.47,0.0
14049,69,4,3273.37,2365.78
13379,47,1,136.29,436.27
17155,88,1,143.3,108.4
16145,1,15,2542.8,1199.18
13246,86,5,1860.99,61.11
17135,200,2,500.55,639.18
17642,30,2,712.29,0.0
15449,95,3,646.05,325.17
14040,4,13,2675.58,866.61
15074,15,1,748.87,0.0
14744,192,7,916.58,171.95
14934,193,1,828.84,1060.0
17777,10,1,194.7,471.16
15639,44,1,425.32,0.0
13068,230,1,165.0,179.0
13171,209,1,140.35,286.46
14214,66,5,895.01,105.22
13309,117,2,546.64,910.15
15342,26,2,391.76,0.0
13437,9,4,2173.6,1234.46
18112,76,1,196.64,156.05
15644,76,4,813.0,0.0
15679,64,2,260.26,521.02
16377,177,1,676.2,0.0
17341,67,3,781.36,0.0
13461,49,2,884.2,560.8
13396,223,2,370.92,954.37
17955,109,4,557.3,0.0
17928,156,1,78.25999999999999,134.28
13134,94,5,849.7900000000001,890.84
15292,111,1,180.94,0.0
17420,81,2,391.51,207.32
14760,204,2,53.8,0.0
16201,20,1,303.8,1517.72
15805,16,13,3521.55,1930.62
13792,197,1,74.60000000000001,120.95
14422,80,2,1032.15,3231.49
14364,19,8,3717.35,0.0
15813,118,2,1303.91,0.0
13213,38,5,961.73,556.7
16279,87,2,346.18,1150.5
12421,25,4,627.79,178.48
13799,27,2,688.86,0.0
14748,34,5,1014.81,296.98
14163,62,3,1659.39,786.52
13557,191,1,240.68,343.38
17516,29,4,608.85,159.23
18287,112,1,765.28,1072.0
16774,26,4,535.6,119.32
17738,53,4,1555.79,307.56
15618,2,3,419.041,327.99
16551,6,3,922.12,0.0
18259,276,1,376.30000000000007,1962.3
17643,283,1,101.55,0.0
15036,87,2,245.69,219.86
15279,265,2,277.40999999999997,0.0
16398,55,4,1631.15,0.0
15111,283,1,288.5,1278.98
17704,79,2,885.19,0.0
15044,46,17,5141.38,2488.0
16572,37,4,999.7,0.0
14375,95,1,257.68,0.0
14885,42,1,765.3199999999999,0.0
17569,242,1,344.14,0.0
15649,246,2,816.0,0.0
12821,124,1,92.72,0.0
15225,144,1,409.4,0.0
14482,9,2,465.9500000000001,1602.2
15023,26,9,5070.72,1692.44
13972,112,1,145.9,44.349999999999994
14995,190,1,119.31,113.92
15046,7,12,3834.77,1229.24
14745,23,6,1167.16,0.0
16174,36,3,1009.55,0.0
12909,101,5,1485.92,642.91
16611,96,2,120.99,0.0
13421,200,2,822.94,1026.04
14658,27,1,123.14,124.01
14903,32,9,2345.67,398.81
13477,48,6,886.5,555.03
17238,46,11,1959.92,1784.73
17978,275,1,300.91999999999996,0.0
14620,114,3,393.28,0.0
14341,40,7,1123.62,1042.76
16018,90,1,161.9,247.0
16897,209,3,213.03,0.0
17026,95,2,154.82999999999998,0.0
15442,159,1,594.0,0.0
15785,68,6,1654.05,649.6999999999999
13675,61,2,486.8200000000001,0.0
17691,268,2,290.40000000000003,0.0
12571,32,1,248.35,271.26
13680,247,3,871.48,1330.83
15806,68,2,521.88,262.7
16338,67,1,214.8,0.0
13548,6,2,682.41,0.0
15257,191,2,232.15,0.0
15793,179,1,306.64,642.32
15615,16,23,7328.15,3031.89
14960,81,1,88.3,132.97
15549,68,3,1594.18,61.58
14716,59,1,188.56,141.12
13373,69,2,2055.58,1256.67
13011,282,1,50.55,0.0
15916,102,6,830.23,661.01
14896,115,2,468.77,0.0
17041,19,3,735.09,330.68
17906,157,1,72.9,0.0
16225,60,4,953.64,142.68
13155,237,2,569.2,402.56
12888,124,4,313.77,0.0
16156,60,7,1386.87,1637.75
16810,102,2,275.64,0.0
13667,59,1,305.02,0.0
16503,17,5,1421.43,0.0
14796,5,24,6410.39,1429.12
12831,172,1,215.05,0.0
17180,151,5,549.21,231.17
15969,96,1,308.7,274.2
13470,9,2,165.0,0.0
14339,145,4,289.90999999999997,0.0
14452,4,1,127.37,137.07
18248,24,4,783.02,0.0
17272,106,3,1405.34,739.1899999999999
16616,67,1,210.1,290.32
17551,269,1,306.84,0.0
12473,25,4,1109.79,1738.4399999999998
17653,10,2,343.34,832.5400000000001
13941,53,5,2630.71,2281.7000000000003
13976,117,1,357.98,0.0
15308,181,2,302.27,0.0
17554,33,2,1249.89,702.5600000000001
18127,44,1,139.6,209.13
17491,4,7,2101.16,1440.76
15165,283,1,487.75,0.0
12811,171,3,514.85,0.0
16109,129,2,611.88,0.0
16589,17,2,214.68,244.56
13339,111,1,860.12,0.0
16350,244,2,360.7,739.77
13894,212,2,150.95,385.02
15291,5,17,3613.23,983.28
18074,284,1,489.6,0.0
14195,112,3,962.7,0.0
18221,26,4,698.56,334.75
15801,20,1,137.22,904.97
13736,170,2,349.63,374.37
17950,275,3,253.09,219.03
17213,51,9,1739.86,1001.22
14538,166,1,106.5,281.75
14044,13,3,542.11,110.71
17613,28,11,2966.51,1542.86
12372,123,2,914.92,383.12
13148,17,15,2431.23,917.25
14247,188,1,136.76999999999998,0.0
15405,99,1,349.1,0.0
15053,66,2,478.6,219.19
15940,221,2,31.799999999999997,0.0
17671,45,5,809.92,474.16
15974,5,7,2882.41,547.14
15795,60,1,610.01,0.0
16276,87,1,810.6000000000001,0.0
13500,33,1,326.4,810.37
15661,227,2,309.8,0.0
17334,211,3,306.6,0.0
17760,283,1,172.54,115.05
16019,46,7,2952.25,497.99
14055,16,1,725.6400000000001,0.0
17097,10,7,623.03,314.89
12929,32,2,105.1,0.0
17408,73,1,32.65,0.0
17763,173,1,15.0,0.0
17774,7,5,1215.46,0.0
14549,221,1,289.24,0.0
15039,2,43,18385.8,1400.64
14866,16,4,1163.9,13033.55
15129,17,10,2796.73,650.67
16571,67,3,858.83,426.39
12897,115,2,216.5,0.0
14022,135,1,440.0,0.0
15149,44,1,520.8000000000001,0.0
13593,18,6,1990.28,0.0
15747,30,2,549.47,424.57
17724,48,1,373.1,622.5500000000001
12521,53,1,599.68,0.0
14739,4,4,2247.58,1651.52
14449,157,2,401.3,505.8
14282,20,9,2495.44,1233.9
15865,124,1,313.93,581.2
14410,2,14,713.15,-136.85
14383,74,1,242.09,1005.6
12474,9,21,4213.44,2903.03
17524,271,1,145.0,0.0
15024,23,5,845.62,815.71
13476,89,4,1092.77,0.0
14062,2,10,8800.67,1664.18
12551,268,1,168.0,0.0
14649,122,2,584.22,833.0699999999999
17025,283,2,160.97,196.8
14901,12,6,815.8199999999999,599.17
13851,6,3,2651.46,0.0
14643,80,3,668.61,0.0
12836,47,3,2112.53,500.33
12971,2,67,7905.67,3024.59
12585,144,4,1982.81,0.0
14562,2,9,2061.03,2648.19
18032,244,1,73.5,0.0
16188,51,3,755.03,226.83
13045,9,1,305.28000000000003,0.0
13149,16,3,1132.62,543.4399999999999
14397,4,10,1036.12,1520.56
17122,29,1,138.32,0.0
15987,31,6,1206.42,244.86
14400,51,2,559.7,0.0
16850,244,1,332.41,0.0
17126,62,7,991.85,0.0
16686,8,8,2460.36,583.12
14808,54,10,1514.36,661.01
14447,106,2,601.03,562.2
17854,95,2,311.26,0.0
12779,100,10,2906.11,962.59
13141,124,5,1398.08,987.72
15234,187,1,197.0,0.0
14431,209,2,397.76,0.0
13505,39,6,2489.12,1793.76
15258,79,2,623.16,0.0
16271,36,4,887.08,536.21
14897,207,1,175.5,1190.88
15019,177,1,266.0,0.0
16701,40,15,3802.39,1347.88
16441,201,1,211.0,170.2
14145,43,4,2257.2,891.0
12528,23,6,1276.17,646.11
14079,35,1,375.1,0.0
18172,9,14,5571.68,1918.49
12791,284,1,192.6,0.0
16383,178,1,309.46,358.90000000000003
14561,72,2,566.99,513.77
16943,122,3,816.73,0.0
13990,123,1,311.3,0.0
14905,64,3,599.9,0.0
14988,122,1,334.54,0.0
15607,247,1,104.76,0.0
13376,9,3,1019.76,0.0
17212,163,1,226.85,0.0
12592,2,2,437.6,0.0
12832,8,1,267.8,115.23
16593,100,2,255.5,74.53
17601,149,1,116.01,0.0
15379,79,8,3631.89,0.0
15722,19,4,1383.45,797.7600000000001
16761,7,1,316.62,0.0
14544,272,1,1121.92,902.53
15393,191,1,124.1,107.76
13285,71,3,1970.1,739.02
16186,13,10,2681.53,1310.41
17670,138,1,205.7,0.0
17553,40,1,1487.6,0.0
14534,6,16,3028.19,1047.16
17138,186,1,380.5,0.0
15266,248,1,119.3,0.0
17339,4,2,243.36,0.0
14997,88,1,155.28,385.7
13767,19,40,9518.37,7427.34
15144,3,11,3510.44,3019.6
12764,227,1,1693.88,0.0
13395,95,1,307.72,0.0
14099,30,9,2298.72,794.25
15689,30,2,254.1,0.0
12798,81,1,1607.04,5370.0
14583,54,4,787.64,264.91
16713,26,15,3909.37,2930.86
12828,9,3,415.51,603.2
15687,95,7,1667.85,1313.65
14784,234,1,114.68,175.31
14840,178,1,62.85,0.0
17343,265,1,193.64,0.0
15984,11,7,1848.76,968.21
17969,76,2,228.2,0.0
12441,277,1,173.55,0.0
16725,212,8,775.07,0.0
13850,39,1,1595.48,-8.67
15673,67,3,2104.39,776.63
17519,44,6,1483.05,356.02
16945,9,13,3007.06,1338.44
15073,96,3,430.98,181.45
12707,202,1,603.42,0.0
13165,261,1,354.64,666.84
17883,156,1,119.35,552.42
15367,114,3,1406.28,461.41
15578,72,1,127.1,0.0
15095,14,5,1364.7,0.0
14048,187,2,375.13,0.0
13756,3,8,2972.3300000000004,2172.79
12951,73,7,729.78,312.29
15998,82,4,2106.26,977.91
16509,207,1,363.7,0.0
16721,172,1,292.47,0.0
13939,19,3,378.41,178.34
14570,191,2,218.06,0.0
18191,172,1,207.8,0.0
13615,223,2,399.99,0.0
12502,6,5,3723.87,0.0
16043,121,3,676.49,97.5
13809,215,1,155.05,0.0
13887,114,1,349.55,0.0
15289,45,3,693.3,241.8
13211,5,2,886.64,310.78
14476,167,1,215.7,0.0
16386,164,1,61.10000000000001,256.1
13408,8,55,17412.32,10075.09
14493,65,1,611.22,1751.62
12641,25,1,185.9,0.0
16045,30,4,1340.7,0.0
15347,276,1,201.6,0.0
16764,9,4,782.5500000000001,1975.7
13929,79,3,802.85,0.0
14775,48,2,701.46,310.44
15416,61,4,3134.38,839.99
17612,5,8,1646.66,346.09999999999997
15452,174,1,247.25,291.48
14498,26,4,1281.79,675.53
16418,3,2,368.36,306.90999999999997
13343,83,2,303.93,0.0
17648,72,4,1099.44,690.11
18065,94,9,1399.4,980.68
17994,32,6,629.6899999999999,0.0
15298,3,8,2368.2200000000003,1405.88
18185,159,1,304.25,0.0
13575,44,2,218.75,513.32
15333,118,1,1028.56,0.0
16094,123,3,215.7,826.13
17744,161,5,1257.64,1033.44
12379,66,2,457.89,392.4
17340,24,10,7295.88,4595.3
12596,152,1,269.95,348.32
13803,165,1,277.07,0.0
16414,190,1,50.8,75.45
13873,30,4,381.7,0.0
15544,30,8,2770.7200000000003,771.79
14436,9,1,89.06,0.0
16782,48,14,1610.6,631.65
13075,40,1,919.61,0.0
18170,22,2,655.51,324.8
13621,27,1,213.85,0.0
13908,37,4,1439.11,907.94
18230,4,7,2065.36,651.24
16494,207,1,826.53,0.0
12840,54,6,2714.27,0.0
14667,5,20,6061.02,3170.18
13239,172,1,329.56,0.0
16261,23,2,418.38,328.45
15602,40,11,328.71000000000004,754.92
12834,193,1,312.38,0.0
12802,94,2,412.58,0.0
13509,10,5,705.02,274.7
12837,83,1,134.1,0.0
16913,200,1,113.44,0.0
16091,65,2,315.06,0.0
13611,75,3,623.12,535.08
15550,16,3,433.28,142.35
16059,74,4,951.3,508.56
